address,district,area,bedrooms,garage,type,rent,total,full_address,latitude,longitude,geo_cluster
Avenida Barro Branco,Vila do Encontro,52,2,1,Apartamento,1800,2673,"Avenida Barro Branco, Vila do Encontro, São Paulo, Brazil",-23.6542068,-46.6366894,58
Rua Esmeraldino Cavalcanti Torres,Vila Isolina Mazzei,39,2,1,Apartamento,2300,2544,"Rua Esmeraldino Cavalcanti Torres, Vila Isolina Mazzei, São Paulo, Brazil",-23.4974337,-46.6048884,59
Rua Marquês de Lages,Vila Moraes,62,3,1,Apartamento,3200,3990,"Rua Marquês de Lages, Vila Moraes, São Paulo, Brazil",-23.7679775,-47.4151693,36
Rua do Paraíso,Paraíso,46,1,2,Studio e kitnet,2850,4304,"Rua do Paraíso, Paraíso, São Paulo, Brazil",-23.5751163,-46.6352501,0
Avenida Braz Leme,Santana,78,3,1,Apartamento,2832,4416,"Avenida Braz Leme, Santana, São Paulo, Brazil",-23.5033823,-46.6358392,135
Rua Doutor Penaforte Mendes,Bela Vista,23,1,0,Studio e kitnet,2570,3298,"Rua Doutor Penaforte Mendes, Bela Vista, São Paulo, Brazil",-23.5545964,-46.651712,96
Rua Dona Vicentina Alegretti,Penha de França,38,2,1,Apartamento,1340,1541,"Rua Dona Vicentina Alegretti, Penha de França, São Paulo, Brazil",-23.5209602,-46.5386662,70
Rua Marcos Portugal,Ipiranga,93,2,2,Apartamento,5200,6169,"Rua Marcos Portugal, Ipiranga, São Paulo, Brazil",-23.6036174,-46.6069683,106
Rua Capote Valente,Pinheiros,27,1,0,Apartamento,3300,4047,"Rua Capote Valente, Pinheiros, São Paulo, Brazil",-23.5550219,-46.6773704,41
Rua da Consolação,Cerqueira César,28,1,1,Studio e kitnet,2350,3255,"Rua da Consolação, Cerqueira César, São Paulo, Brazil",-23.560858,-46.6684232,79
Rua Barão de Tatuí,Vila Buarque,36,1,1,Studio e kitnet,1629,2277,"Rua Barão de Tatuí, Vila Buarque, São Paulo, Brazil",-23.5447298,-46.6466777,89
Rua Paris,Sumaré,32,1,1,Studio e kitnet,3100,3854,"Rua Paris, Sumaré, São Paulo, Brazil",-23.5419916,-46.6875027,149
Rua Sete de Abril,República,35,1,0,Studio e kitnet,1194,1890,"Rua Sete de Abril, República, São Paulo, Brazil",-23.5453129,-46.6416952,89
Alameda Barros,Santa Cecília,50,2,0,Apartamento,3000,3720,"Alameda Barros, Santa Cecília, São Paulo, Brazil",-23.5367802,-46.6550521,40
Rua Rego Freitas,República,29,1,0,Apartamento,2000,2426,"Rua Rego Freitas, República, São Paulo, Brazil",-23.5422764,-46.6465306,89
Rua José Manso,Vila Matilde,28,1,0,Apartamento,2400,2557,"Rua José Manso, Vila Matilde, São Paulo, Brazil",-23.5337975,-46.5296526,70
Rua Célio,Vila Moraes,30,1,0,Casa,650,677,"Rua Célio, Vila Moraes, São Paulo, Brazil",-23.7679775,-47.4151693,36
Rua Primeiro de Março,Vila Clementino,80,3,1,Apartamento,2500,3813,"Rua Primeiro de Março, Vila Clementino, São Paulo, Brazil",-23.5955624,-46.6455736,117
Rua Soares de Avellar,Vila Monte Alegre,24,1,0,Apartamento,1600,1692,"Rua Soares de Avellar, Vila Monte Alegre, São Paulo, Brazil",-23.6279986,-46.6361697,137
Via Anchieta,Vila Bandeirantes,19,1,0,Studio e kitnet,816,919,"Via Anchieta, Vila Bandeirantes, São Paulo, Brazil",-23.6134199,-46.6008593,106
Rua Pedroso Alvarenga,Itaim Bibi,70,2,2,Apartamento,5100,7423,"Rua Pedroso Alvarenga, Itaim Bibi, São Paulo, Brazil",-23.580281,-46.6727612,127
Rua Vale da Perdiz,Jardim Miriam,20,1,0,Casa,650,677,"Rua Vale da Perdiz, Jardim Miriam, São Paulo, Brazil",-23.6777429,-46.6313466,140
Rua Cândida Franco de Barros,Itaberaba,46,2,1,Apartamento,1650,2234,"Rua Cândida Franco de Barros, Itaberaba, São Paulo, Brazil",-23.4798438,-46.6823038,115
Rua Luiz Porrio,Bela Vista,35,2,0,Apartamento,2000,2577,"Rua Luiz Porrio, Bela Vista, São Paulo, Brazil",-23.5565217,-46.6480884,96
Rua Dona Veridiana,Higienópolis,45,1,1,Apartamento,2800,4135,"Rua Dona Veridiana, Higienópolis, São Paulo, Brazil",-23.5432327,-46.6514418,89
Viaduto Nove de Julho,Centro,25,1,1,Studio e kitnet,2580,3461,"Viaduto Nove de Julho, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Rua Bela Cintra,Consolação,25,0,0,Studio e kitnet,3500,4335,"Rua Bela Cintra, Consolação, São Paulo, Brazil",-23.5551576,-46.660423,138
Rua da Consolacao,Consolação,55,1,1,Apartamento,5000,5995,"Rua da Consolacao, Consolação, São Paulo, Brazil",-23.5519584,-46.6579104,138
Rua Xavier Gouveia,Campo Belo,72,2,1,Apartamento,2057,3336,"Rua Xavier Gouveia, Campo Belo, São Paulo, Brazil",-23.6275885,-46.6736289,132
Rua Cubatão,Vila Mariana,32,1,1,Studio e kitnet,2200,3284,"Rua Cubatão, Vila Mariana, São Paulo, Brazil",-23.5755426,-46.6438501,0
Rua Capote Valente,Pinheiros,60,2,1,Apartamento,3200,3973,"Rua Capote Valente, Pinheiros, São Paulo, Brazil",-23.5550219,-46.6773704,41
Avenida Rio Branco,Campos Elíseos,40,1,1,Apartamento,1609,2696,"Avenida Rio Branco, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Aurora,Santa Efigênia,26,1,0,Studio e kitnet,1200,1569,"Rua Aurora, Santa Efigênia, São Paulo, Brazil",-20.5329716,-47.42816,5
Rua Antonieta Leitão,Nossa Senhora do Ó,70,3,1,Apartamento,2800,3503,"Rua Antonieta Leitão, Nossa Senhora do Ó, São Paulo, Brazil",-23.5026244,-46.6968505,93
Alameda Ribeiro da Silva,Campos Elíseos,24,1,0,Studio e kitnet,3009,3048,"Alameda Ribeiro da Silva, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Alexandre Levi,Cambuci,72,2,2,Apartamento,3800,4598,"Rua Alexandre Levi, Cambuci, São Paulo, Brazil",-23.558256,-46.6203464,25
Rua Maracanã,Vila Ipojuca,89,2,2,Apartamento,7000,8999,"Rua Maracanã, Vila Ipojuca, São Paulo, Brazil",-23.5371406,-46.706395,52
Rua Engenheiro Jorge Oliva,Vila Mascote,80,2,2,Apartamento,4000,5463,"Rua Engenheiro Jorge Oliva, Vila Mascote, São Paulo, Brazil",-23.6449213,-46.6666528,107
Rua Benjamin Costa,Jardim Aeroporto,100,3,2,Casa,3800,3961,"Rua Benjamin Costa, Jardim Aeroporto, São Paulo, Brazil",-20.8191337,-49.4040186,71
Rua Humberto I,Vila Mariana,30,1,0,Studio e kitnet,4850,5587,"Rua Humberto I, Vila Mariana, São Paulo, Brazil",-23.5847336,-46.6422396,117
Rua Azevedo Macedo,Vila Mariana,26,1,0,Studio e kitnet,3000,3616,"Rua Azevedo Macedo, Vila Mariana, São Paulo, Brazil",-23.5811288,-46.6403562,0
Rua Joaquim Antunes,Pinheiros,96,3,1,Apartamento,5000,6535,"Rua Joaquim Antunes, Pinheiros, São Paulo, Brazil",-23.5652614,-46.6808541,41
Alameda Campinas,Jardim Paulista,30,1,0,Apartamento,2705,4073,"Alameda Campinas, Jardim Paulista, São Paulo, Brazil",-23.5654785,-46.652813,79
Rua Pretória,Vila Formosa,30,1,0,Apartamento,1750,2068,"Rua Pretória, Vila Formosa, São Paulo, Brazil",-23.5628038,-46.5483012,87
Alameda Barão de Limeira,Campos Elíseos,70,2,0,Apartamento,1759,2587,"Alameda Barão de Limeira, Campos Elíseos, São Paulo, Brazil",-23.1826439,-46.8971934,6
Rua Ouro Branco,Jardim Paulista,39,1,1,Apartamento,1980,3420,"Rua Ouro Branco, Jardim Paulista, São Paulo, Brazil",-23.5713422,-46.6621957,79
Rua Vale da Perdiz,Jardim Miriam,26,1,0,Casa,730,761,"Rua Vale da Perdiz, Jardim Miriam, São Paulo, Brazil",-23.6777429,-46.6313466,140
Rua Doutor Djalma Pinheiro Franco,Vila Santa Catarina,27,1,0,Studio e kitnet,2500,2613,"Rua Doutor Djalma Pinheiro Franco, Vila Santa Catarina, São Paulo, Brazil",-23.6522903,-46.6656109,107
Travessa Antônio Bernacchi,Parada Inglesa,50,1,0,Casa,1350,1407,"Travessa Antônio Bernacchi, Parada Inglesa, São Paulo, Brazil",-23.4849555,-46.6044849,59
Rua Luís Coelho,Consolação,48,1,1,Apartamento,2430,4276,"Rua Luís Coelho, Consolação, São Paulo, Brazil",-23.556641,-46.6593079,138
Rua Francisco Pessoa,Vila Andrade,107,3,2,Casa em condomínio,5400,7423,"Rua Francisco Pessoa, Vila Andrade, São Paulo, Brazil",-23.6282824,-46.7396458,85
Rua São Vicente de Paulo,Santa Cecilia,38,1,1,Studio e kitnet,2230,3066,"Rua São Vicente de Paulo, Santa Cecilia, São Paulo, Brazil",-23.5388287,-46.6564975,40
Rua Alves Guimarães,Pinheiros,24,1,0,Studio e kitnet,3500,3908,"Rua Alves Guimarães, Pinheiros, São Paulo, Brazil",-23.5548413,-46.6788733,41
Alameda Joaquim Eugênio de Lima,Jardim Paulista,45,1,1,Apartamento,3000,3986,"Alameda Joaquim Eugênio de Lima, Jardim Paulista, São Paulo, Brazil",-23.5710111,-46.6556779,79
Rua das Nhandirobas,Jabaquara,14,1,0,Studio e kitnet,1500,1520,"Rua das Nhandirobas, Jabaquara, São Paulo, Brazil",-23.6502606,-46.6489898,58
Rua Templários,Vila Formosa,85,2,1,Apartamento,4200,5020,"Rua Templários, Vila Formosa, São Paulo, Brazil",-23.5657645,-46.5524027,87
Rua Alvorada,Vila Olímpia,67,2,1,Apartamento,3300,5139,"Rua Alvorada, Vila Olímpia, São Paulo, Brazil",-23.6048007,-46.6763921,47
Avenida Celso Garcia,Brás,50,1,0,Apartamento,1250,1654,"Avenida Celso Garcia, Brás, São Paulo, Brazil",-23.5400233,-46.6114624,99
Rua das Nhandirobas,Jabaquara,14,1,0,Apartamento,1500,1520,"Rua das Nhandirobas, Jabaquara, São Paulo, Brazil",-23.6502606,-46.6489898,58
Rua Capitão Pacheco E Chaves,Vila Prudente,35,1,0,Studio e kitnet,1200,1512,"Rua Capitão Pacheco E Chaves, Vila Prudente, São Paulo, Brazil",-23.5818813,-46.5943259,123
Rua Brás Sangiovanni,Vila Monte Alegre,62,2,1,Apartamento,2300,2984,"Rua Brás Sangiovanni, Vila Monte Alegre, São Paulo, Brazil",-23.6279986,-46.6361697,137
Rua Agostinho Rodrigues Filho,Indianópolis,26,1,0,Studio e kitnet,3500,4225,"Rua Agostinho Rodrigues Filho, Indianópolis, São Paulo, Brazil",-23.6079559,-46.6639862,47
Rua Alves Guimarães,Pinheiros,58,2,1,Apartamento,5000,6147,"Rua Alves Guimarães, Pinheiros, São Paulo, Brazil",-23.5548413,-46.6788733,41
Rua Brigadeiro Galvão,Barra Funda,47,2,2,Apartamento,2800,3452,"Rua Brigadeiro Galvão, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Rua Doutor Albuquerque Lins,Santa Cecília,52,2,1,Apartamento,1986,2613,"Rua Doutor Albuquerque Lins, Santa Cecília, São Paulo, Brazil",-23.5351873,-46.6562462,40
Rua Paulistânia,Sumarezinho,49,1,0,Apartamento,3369,3999,"Rua Paulistânia, Sumarezinho, São Paulo, Brazil",-23.5485952,-46.6893274,149
Rua Casa do Ator,Vila Olímpia,30,1,1,Studio e kitnet,3696,4817,"Rua Casa do Ator, Vila Olímpia, São Paulo, Brazil",-23.5964106,-46.6842829,83
"Bela Vista, São Paulo - Sp, 01321-001, Brasil",Bela Vista,82,2,1,Apartamento,7000,8438,"Bela Vista, São Paulo - Sp, 01321-001, Brasil, Bela Vista, São Paulo, Brazil",-23.55706,-46.6500228,96
Praça Franklin Roosevelt,Consolação,29,1,0,Apartamento,2500,3096,"Praça Franklin Roosevelt, Consolação, São Paulo, Brazil",-23.5551576,-46.6585334,138
Rua Genebra,Bela Vista,35,1,1,Studio e kitnet,1200,1782,"Rua Genebra, Bela Vista, São Paulo, Brazil",-23.0718423,-47.2312011,28
Rua Domingos da Fonseca,Parque da Mooca,50,2,1,Apartamento,1500,2310,"Rua Domingos da Fonseca, Parque da Mooca, São Paulo, Brazil",-23.575663,-46.5905313,123
Rua Antonieta Leitão,Nossa Senhora do Ó,75,2,1,Apartamento,2400,3134,"Rua Antonieta Leitão, Nossa Senhora do Ó, São Paulo, Brazil",-23.5026244,-46.6968505,93
Rua Sampaio Viana,Paraíso,80,2,2,Apartamento,11500,15260,"Rua Sampaio Viana, Paraíso, São Paulo, Brazil",-23.5741601,-46.6474081,0
Rua Agostinho Gomes,Ipiranga,44,1,1,Apartamento,2200,2851,"Rua Agostinho Gomes, Ipiranga, São Paulo, Brazil",-23.5868552,-46.60416,116
Rua Mario Amaral,Paraíso,100,3,1,Apartamento,7270,8899,"Rua Mario Amaral, Paraíso, São Paulo, Brazil",-23.5748164,-46.6474937,0
Rua Casa do Ator,Vila Olímpia,36,1,1,Studio e kitnet,3696,4955,"Rua Casa do Ator, Vila Olímpia, São Paulo, Brazil",-23.5964106,-46.6842829,83
Rua dos Timbiras,Centro,42,1,1,Apartamento,1999,2618,"Rua dos Timbiras, Centro, São Paulo, Brazil",-23.4537245,-46.8424381,74
Rua Balsa,Freguesia do Ó,59,2,1,Apartamento,2800,3335,"Rua Balsa, Freguesia do Ó, São Paulo, Brazil",-23.5057224,-46.702246,93
Rua Domingos Fasolari,Casa Verde,40,1,1,Apartamento,1800,2562,"Rua Domingos Fasolari, Casa Verde, São Paulo, Brazil",-23.5111967,-46.6556144,112
Rua Aziz Jabur Maluf,Vila Clementino,100,2,1,Casa,5650,6139,"Rua Aziz Jabur Maluf, Vila Clementino, São Paulo, Brazil",-23.5955624,-46.6455736,117
Rua dos Pinheiros,Pinheiros,84,2,1,Apartamento,5900,7081,"Rua dos Pinheiros, Pinheiros, São Paulo, Brazil",-23.5681518,-46.6903671,41
Avenida Aratãs,Indianópolis,85,2,1,Apartamento,3500,4847,"Avenida Aratãs, Indianópolis, São Paulo, Brazil",-23.6093305,-46.6630262,47
Rua Doutor Nogueira Martins,Saúde,65,2,1,Apartamento,3000,4202,"Rua Doutor Nogueira Martins, Saúde, São Paulo, Brazil",-23.6150287,-46.6333882,137
Rua Castro Alves,Aclimação,45,1,1,Apartamento,3000,3719,"Rua Castro Alves, Aclimação, São Paulo, Brazil",-23.5683756,-46.6373038,0
Rua Alexandre Benois,Vila Andrade,43,1,1,Apartamento,1790,2591,"Rua Alexandre Benois, Vila Andrade, São Paulo, Brazil",-23.6360019,-46.7378043,85
Rua Diogo Jácome,Moema,43,1,1,Apartamento,5500,6960,"Rua Diogo Jácome, Moema, São Paulo, Brazil",-23.5951992,-46.6666071,47
Rua da Mata,Itaim Bibi,172,4,1,Apartamento,12000,15190,"Rua da Mata, Itaim Bibi, São Paulo, Brazil",-23.5800907,-46.6759849,127
Rua Domingos da Fonseca,Parque da Mooca,70,2,1,Apartamento,1300,2239,"Rua Domingos da Fonseca, Parque da Mooca, São Paulo, Brazil",-23.575663,-46.5905313,123
Ibituruna,Parque Imperial,60,2,1,Apartamento,2300,2981,"Ibituruna, Parque Imperial, São Paulo, Brazil",-23.6229033,-46.6363032,137
Rua Abílio Soares,Paraíso,94,2,1,Apartamento,2712,4579,"Rua Abílio Soares, Paraíso, São Paulo, Brazil",-23.5739355,-46.6440351,0
Rua da Consolação,Consolação,27,1,1,Apartamento,2020,2711,"Rua da Consolação, Consolação, São Paulo, Brazil",-23.5524608,-46.6585334,138
Rua Pamplona,Jardim Paulista,66,1,2,Apartamento,5400,7034,"Rua Pamplona, Jardim Paulista, São Paulo, Brazil",-23.5689033,-46.6587983,79
Rua Pais Leme,Pinheiros,68,2,1,Apartamento,10310,12160,"Rua Pais Leme, Pinheiros, São Paulo, Brazil",-23.5681439,-46.7011409,94
Rua Oscar Freire,Pinheiros,33,1,1,Studio e kitnet,2300,3619,"Rua Oscar Freire, Pinheiros, São Paulo, Brazil",-23.5507537,-46.6787992,41
Rua Consolação,Consolação,25,1,0,Studio e kitnet,1800,2469,"Rua Consolação, Consolação, São Paulo, Brazil",-23.5475687,-46.6484067,89
Rua Bruxelas,Sumaré,90,2,1,Apartamento,7500,10010,"Rua Bruxelas, Sumaré, São Paulo, Brazil",-23.5431762,-46.6829131,149
Rua Casa do Ator,Vila Olímpia,25,1,1,Studio e kitnet,3696,5002,"Rua Casa do Ator, Vila Olímpia, São Paulo, Brazil",-23.5964106,-46.6842829,83
Rua Marquês de Itu,Vila Buarque,65,2,1,Apartamento,4000,6207,"Rua Marquês de Itu, Vila Buarque, São Paulo, Brazil",-23.5438654,-46.6455922,89
Rua Henrique Casela,Jardim América da Penha,45,1,0,Apartamento,984,1302,"Rua Henrique Casela, Jardim América da Penha, São Paulo, Brazil",-23.5118429,-46.5553794,113
Avenida Pompéia,Vila Pompéia,81,3,1,Apartamento,3600,5073,"Avenida Pompéia, Vila Pompéia, São Paulo, Brazil",-23.5410169,-46.6905006,149
Rua Piracuama,Sumaré,84,3,1,Apartamento,3300,4554,"Rua Piracuama, Sumaré, São Paulo, Brazil",-23.5391653,-46.6819838,100
Rua Alméria,Vila Granada,34,1,0,Apartamento,1190,1386,"Rua Alméria, Vila Granada, São Paulo, Brazil",-23.5282664,-46.5159103,92
Rua Doutor Antônio Bento,Santo Amaro,103,2,1,Apartamento,5153,6132,"Rua Doutor Antônio Bento, Santo Amaro, São Paulo, Brazil",-23.6453481,-46.7021799,118
Rua Ivaí,Tatuapé,92,2,2,Apartamento,6900,7910,"Rua Ivaí, Tatuapé, São Paulo, Brazil",-23.5332755,-46.5792157,53
Rua Conde Juliano,Vila Humaitá,69,2,2,Apartamento,2650,3317,"Rua Conde Juliano, Vila Humaitá, São Paulo, Brazil",-23.6736695,-46.5063501,21
Avenida Conceição,Carandiru,70,2,1,Apartamento,4366,5266,"Avenida Conceição, Carandiru, São Paulo, Brazil",-23.5074819,-46.6172674,65
Rua Coronel Donato,Vila Matilde,48,2,1,Apartamento,1350,2074,"Rua Coronel Donato, Vila Matilde, São Paulo, Brazil",-23.5405163,-46.5276464,70
R. Joseph Nigri,Jardim Peri,60,1,1,Apartamento,4600,5963,"R. Joseph Nigri, Jardim Peri, São Paulo, Brazil",-23.4581477,-46.6593929,145
Rua Doutor Sérgio Meira,Barra Funda,64,2,1,Apartamento,2800,3787,"Rua Doutor Sérgio Meira, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Rua Jorge Cândido Marin,Taboão,50,2,1,Apartamento,1300,2000,"Rua Jorge Cândido Marin, Taboão, São Paulo, Brazil",-23.6593446,-46.6160694,140
Rua Conselheiro Lafayette,Santa Paula,85,3,1,Apartamento,1944,2679,"Rua Conselheiro Lafayette, Santa Paula, São Paulo, Brazil",-23.6173674,-46.5540295,120
Rua Tabatinguera,Sé,49,2,1,Apartamento,1200,2156,"Rua Tabatinguera, Sé, São Paulo, Brazil",-23.5525187,-46.6302193,60
Rua Dona Antônia de Queirós,Consolação,37,1,1,Apartamento,2700,3588,"Rua Dona Antônia de Queirós, Consolação, São Paulo, Brazil",-23.5529893,-46.6521182,96
Rua Amaral Gurgel,Vila Buarque,34,1,0,Studio e kitnet,1500,2062,"Rua Amaral Gurgel, Vila Buarque, São Paulo, Brazil",-23.5469327,-46.6474456,89
Rua Paulo Orozimbo,Cambuci,164,2,2,Apartamento,4600,6664,"Rua Paulo Orozimbo, Cambuci, São Paulo, Brazil",-23.562555,-46.6203464,25
Rua Frederico Abranches,Vila Buarque,37,1,1,Apartamento,2000,2773,"Rua Frederico Abranches, Vila Buarque, São Paulo, Brazil",-23.5447298,-46.6466777,89
Rua Municipal,Fundação,70,1,0,Casa,1500,1563,"Rua Municipal, Fundação, São Paulo, Brazil",-23.6075532,-46.5680321,120
Rua Ibéria,Vila Isolina Mazzei,80,1,1,Casa,1250,1703,"Rua Ibéria, Vila Isolina Mazzei, São Paulo, Brazil",-23.49635005,-46.60591335,59
Rua Senador Felício dos Santos,Liberdade,70,1,1,Casa,1998,2225,"Rua Senador Felício dos Santos, Liberdade, São Paulo, Brazil",-23.5656377,-46.6341956,60
Rua Dráusio,Butantã,37,1,1,Apartamento,3300,3902,"Rua Dráusio, Butantã, São Paulo, Brazil",-23.5773796,-46.7085535,94
Rua Soldado João de Oliveira,Chácara Inglesa,232,4,6,Casa,3000,3513,"Rua Soldado João de Oliveira, Chácara Inglesa, São Paulo, Brazil",-23.6079079,-46.6324519,134
Rua Simão de Tolêdo Piza,Água Rasa,40,1,0,Casa,950,990,"Rua Simão de Tolêdo Piza, Água Rasa, São Paulo, Brazil",-23.5728033,-46.5760086,123
Avenida Ipiranga,Santa Cecilia,29,1,0,Studio e kitnet,1007,1306,"Avenida Ipiranga, Santa Cecilia, São Paulo, Brazil",-22.9235999,-45.4313711,61
Rua Américo Vespucci,Vila Prudente,175,2,1,Casa,3000,3461,"Rua Américo Vespucci, Vila Prudente, São Paulo, Brazil",-23.5793173,-46.5810187,123
Avenida Doutor Rudge Ramos,Rudge Ramos,49,1,1,Studio e kitnet,1420,2040,"Avenida Doutor Rudge Ramos, Rudge Ramos, São Paulo, Brazil",-23.649057,-46.5782267,56
Rua Vera,Jardim Santa Mena,80,1,1,Casa,1320,1411,"Rua Vera, Jardim Santa Mena, São Paulo, Brazil",-23.4516985,-46.5410801,139
Rua Paim,Bela Vista,34,1,0,Studio e kitnet,1000,1514,"Rua Paim, Bela Vista, São Paulo, Brazil",-23.5541341,-46.6502118,96
Avenida Ítalo Brasileiro Piva,Picanço,60,2,1,Apartamento,1828,2394,"Avenida Ítalo Brasileiro Piva, Picanço, São Paulo, Brazil",-23.4480257,-46.5472221,139
Rua Ana Benvinda de Andrade,Santana,80,2,0,Casa,2000,2173,"Rua Ana Benvinda de Andrade, Santana, São Paulo, Brazil",-23.4934241,-46.6274014,135
Rua Doutor Roberto Mercatelli,Barra Funda,140,3,2,Casa,3850,4057,"Rua Doutor Roberto Mercatelli, Barra Funda, São Paulo, Brazil",-23.52676965,-46.6641308,112
Rua Major Dantas Cortez,Vila Gustavo,49,2,1,Apartamento,1800,2292,"Rua Major Dantas Cortez, Vila Gustavo, São Paulo, Brazil",-23.4849059,-46.5931083,59
Avenida General Ataliba Leonel,Parada Inglesa,60,2,1,Apartamento,2200,2905,"Avenida General Ataliba Leonel, Parada Inglesa, São Paulo, Brazil",-23.4912597,-46.6087368,59
Rua Assunta Dores de Sica,Vila Nova Mazzei,70,2,3,Casa,2000,2343,"Rua Assunta Dores de Sica, Vila Nova Mazzei, São Paulo, Brazil",-23.474342,-46.613502,59
Rua Jaci,Chácara Inglesa,85,1,0,Apartamento,2500,2596,"Rua Jaci, Chácara Inglesa, São Paulo, Brazil",-23.6058356,-46.6291109,44
Rua Maria Luiza de Pinho,Parque da Mooca,30,1,0,Studio e kitnet,1600,1762,"Rua Maria Luiza de Pinho, Parque da Mooca, São Paulo, Brazil",-23.57578685,-46.5905313,123
Rua Agostinho Gomes,Ipiranga,40,1,0,Casa,1133,1381,"Rua Agostinho Gomes, Ipiranga, São Paulo, Brazil",-23.5868552,-46.60416,116
Rua Francisca Emilia,Vila Firmiano Pinto,35,1,0,Casa,1130,1304,"Rua Francisca Emilia, Vila Firmiano Pinto, São Paulo, Brazil",-23.6004664,-46.6179056,44
Rua Bartira,Perdizes,85,2,0,Casa,2900,3359,"Rua Bartira, Perdizes, São Paulo, Brazil",-23.5387731,-46.6715138,130
Rua São Januário,Parada Inglesa,50,1,0,Casa,1300,1404,"Rua São Januário, Parada Inglesa, São Paulo, Brazil",-23.4830476,-46.6037812,59
Rua Pedro Bitolo,Rudge Ramos,130,2,2,Casa,2000,2219,"Rua Pedro Bitolo, Rudge Ramos, São Paulo, Brazil",-23.656009,-46.5752672,56
Rua Conselheiro Moreira de Barros,Santana,54,1,0,Apartamento,2100,2302,"Rua Conselheiro Moreira de Barros, Santana, São Paulo, Brazil",-23.4958717,-46.6298823,135
Rua Tenente Heli Câmara,Freguesia do Ó,40,2,0,Casa em condomínio,1312,1472,"Rua Tenente Heli Câmara, Freguesia do Ó, São Paulo, Brazil",-23.5045123,-46.6953197,93
Rua do Bosque,Barra Funda,35,2,0,Apartamento,2200,2568,"Rua do Bosque, Barra Funda, São Paulo, Brazil",-23.5233018,-46.6663873,112
Rua Itararé,Vila Alzira,130,2,1,Apartamento,2300,2523,"Rua Itararé, Vila Alzira, São Paulo, Brazil",-23.6762218,-46.5225681,21
Rua Renato Rinaldi,Vila Carrão,130,3,2,Casa,3200,3436,"Rua Renato Rinaldi, Vila Carrão, São Paulo, Brazil",-23.5514643,-46.5390074,87
Rua Luiz Vieira de Souza,Taboão,47,2,1,Apartamento,1500,2294,"Rua Luiz Vieira de Souza, Taboão, São Paulo, Brazil",-23.6595753,-46.6155775,140
Rua Borges Ladário,Parada Inglesa,38,1,0,Apartamento,1420,1502,"Rua Borges Ladário, Parada Inglesa, São Paulo, Brazil",-23.4843628,-46.602156,59
