iter	MAE
579	662.7364342
580	662.6210578
581	662.0688115
582	661.5241874
583	661.3012944
584	661.0328065
585	660.7124649
586	659.9136032
587	659.2900095
588	659.0347358
589	658.858636
590	658.581661
591	658.4578421
592	658.0850462
593	657.8449477
594	657.6749935
595	657.5603888
596	657.3445442
597	656.9902433
598	656.8257524
599	656.7643308
600	656.6485897
601	656.0871507
602	655.5109486
603	654.8938799
604	653.7458159
605	653.4891668
606	653.2424012
607	653.1598529
608	652.9829702
609	652.6129288
610	652.2936297
611	652.1497043
612	651.9887524
613	651.6891491
614	651.5472281
615	651.1696104
616	651.0296263
617	650.8211048
618	650.7081794
619	650.5572742
620	650.0763168
621	649.8655764
622	649.7176087
623	649.4456751
624	649.4087074
625	649.1922697
626	649.0673856
627	648.6722791
628	648.4988817
629	648.3447259
630	648.1623737
631	648.056462
632	647.9219502
633	647.2121025
634	647.1273309
635	647.0365837
636	646.8450604
637	646.562157
638	646.4034669
639	646.1742883
640	646.1229641
641	645.8804171
642	645.306501
643	644.9845559
644	644.755688
645	644.5536965
646	644.3662382
647	644.1680932
648	644.064592
649	643.6563519
650	643.1758496
651	643.0888426
652	642.9375827
653	642.8281114
654	641.771719
655	641.6938295
656	641.3448002
657	641.0738281
658	640.8185458
659	640.2487241
660	640.0753313
661	640.0082066
662	639.8274403
663	639.7992474
664	639.1144982
665	638.7667048
666	638.6270299
667	638.5010499
668	638.3624483
669	638.1733411
670	638.0446626
671	637.9063718
672	637.8475504
673	637.6467474
674	637.4632375
675	637.202225
676	637.0953721
677	636.9259068
678	636.7070548
679	636.5398899
680	636.2461996
681	635.8981063
682	635.7507477
683	635.6568558
684	635.2576479
685	635.1772882
686	635.0018081
687	634.9530653
688	634.7953846
689	634.5528646
690	634.4484782
691	634.1669425
692	633.5088912
693	633.1679901
694	633.0896654
695	632.9690369
696	632.7193963
697	632.5043594
698	632.4069381
699	632.326638
700	632.280912
701	632.0711417
702	631.894365
703	631.8075376
704	631.1713464
705	630.8246292
706	630.6850644
707	630.5468132
708	630.5002329
709	630.2325777
710	629.9947844
711	629.8696592
712	629.7231984
713	629.5634412
714	629.4406238
715	629.2967641
716	629.14097
717	628.8730149
718	628.4601913
719	628.3863446
720	627.8080619
721	627.6570482
722	627.329642
723	627.2685628
724	626.5785474
725	626.4813602
726	626.2856929
727	626.22089
728	626.125775
729	626.0189952
730	625.8924487
731	625.7733288
732	625.5989627
733	625.5771961
734	625.0769385
735	624.9863831
736	624.5648734
737	624.3845722
738	624.2681482
739	624.0605276
740	623.8156553
741	623.7389973
742	623.7121307
743	623.5814704
744	623.4964751
745	623.4243571
746	623.240367
747	623.0203497
748	622.9239092
749	622.9041649
750	621.7326874
751	621.6128156
752	621.3775103
753	621.2095555
754	620.8725704
755	620.8066291
756	620.4902602
757	620.1714296
758	619.9904058
759	619.9357247
760	619.7811316
761	619.5957107
762	619.430164
763	619.1180899
764	618.5463671
765	618.4251411
766	618.2306761
767	617.9957135
768	617.703459
769	617.5418469
770	617.3908649
771	617.3372584
772	617.2707448
773	617.152843
774	617.1183213
775	616.9873461
776	616.8027657
777	616.0939969
778	616.0219528
779	615.9610133
780	615.4977682
781	615.1981723
782	614.7940743
783	614.7472017
784	614.5442564
785	614.3704185
786	613.8821341
787	613.5779999
788	613.3648293
789	613.3272577
790	613.2120156
791	612.9596424
792	612.7565694
793	612.5811293
794	612.4279446
795	612.053693
796	611.8824951
797	611.5007611
798	611.2173164
799	611.0936126
800	610.9299916
801	610.8256602
802	610.4413666
803	610.1714553
804	609.8444788
805	609.7449423
806	609.5822214
807	609.4964945
808	609.2489565
809	608.9116905
810	608.5800407
811	608.3530151
812	608.2824646
813	608.2419431
814	608.2090108
815	608.0650053
816	607.8316321
817	607.7116454
818	607.5115627
819	607.2016199
820	607.0155583
821	606.8984186
822	606.8177205
823	606.6026987
824	606.3215447
825	605.7484271
826	605.6675558
827	605.5932382
828	605.4981306
829	605.3417061
830	605.029694
831	604.9423336
832	604.8042621
833	604.6602435
834	604.4946325
835	604.2795029
836	604.1411932
837	603.6788721
838	603.5437171
839	603.3194718
840	603.099124
841	602.9959782
842	602.5738994
843	602.4634636
844	602.2562621
845	602.1353292
846	602.0048732
847	601.8915736
848	601.373558
849	601.2412592
850	601.1284419
851	600.8907619
852	600.7914459
853	600.0465422
854	599.9561467
855	599.8167426
856	599.5682937
857	599.4346406
858	599.2111646
859	599.0843791
860	599.0183485
861	598.9146324
862	598.7656583
863	598.5067639
864	598.0604984
865	597.6329159
866	597.5364513
867	597.4685333
868	597.1780561
869	596.823288
870	596.6754624
871	596.1327913
872	595.8098446
873	595.5692716
874	595.4179469
875	595.3200847
876	594.8379365
877	594.569227
878	594.4880068
879	594.3793425
880	594.3180093
881	594.1385591
882	594.0060744
883	593.9097735
884	593.6739776
885	593.4607063
886	593.2903956
887	593.1991291
888	593.0725929
889	592.9664345
890	592.923286
891	592.7553852
892	592.6523326
893	592.4276682
894	592.3262243
895	592.2360044
896	592.1294168
897	592.1047289
898	592.0239459
899	591.9824578
900	591.871282
901	591.6965936
902	591.5847119
903	591.411122
904	591.3972132
905	591.316759
906	591.2189418
907	591.072754
908	591.0284124
909	590.5666875
910	590.5242627
911	590.4399353
912	590.39078
913	590.1763806
914	590.07011
915	589.9230337
916	589.7292755
917	589.5304037
918	589.2206407
919	589.0324961
920	588.876239
921	588.5644294
922	588.3469561
923	588.1925008
924	588.0339338
925	588.0142911
926	587.8011045
927	587.7423432
928	587.510918
929	587.4672241
930	587.3323854
931	587.0929079
932	586.8983625
933	586.8325299
934	586.761619
935	586.6443162
936	586.5900297
937	586.4757966
938	586.3477264
939	586.2246701
940	585.9400585
941	584.9205112
942	584.8595327
943	584.8011025
944	584.6538051
945	584.4668128
946	583.9535291
947	583.8775753
948	583.6208172
949	583.5402168
950	583.4945993
951	583.4582934
952	583.4045958
953	583.0789125
954	582.7907562
955	582.7076273
956	582.6178406
957	582.5909092
958	582.5399544
959	582.4297459
960	582.166074
961	582.0491545
962	581.9962379
963	581.7419383
964	581.7106699
965	581.6536943
966	581.4943469
967	581.4106292
968	581.2358447
969	581.1402634
970	581.0275902
971	581.0093037
972	580.982944
973	580.8384202
974	580.7849507
975	580.5104005
976	580.2598376
977	580.1306318
978	580.0299276
979	579.7741264
980	579.7125537
981	579.5456426
982	579.4148414
983	579.3506087
984	579.2903901
985	579.1597294
986	578.8705389
987	578.7815111
988	578.6802351
989	578.4844179
990	578.2738299
991	577.856048
992	577.8244091
993	577.50541
994	576.9833949
995	576.7540892
996	576.6502219
997	576.3812938
998	576.1860893
999	576.0463725
1000	575.9555786
1001	575.7137251
1002	575.5775675
1003	575.2918545
1004	575.2402293
1005	575.1805182
1006	575.0740791
1007	575.0447328
1008	574.9938258
1009	574.9183744
1010	574.7425905
1011	573.9349141
1012	573.8661747
1013	573.7093634
1014	573.5577328
1015	573.4616293
1016	573.2445954
1017	573.2141007
1018	573.1032144
1019	573.0241136
1020	572.9056816
1021	572.7852649
1022	572.7533725
1023	572.7230195
1024	572.6026005
1025	572.5309169
1026	572.4278941
1027	572.3862835
1028	572.1492646
1029	572.1060512
1030	571.9745574
1031	571.8958371
1032	571.6352369
1033	571.4884709
1034	571.3051966
1035	571.1176997
1036	570.8759699
1037	570.6763967
1038	570.4575926
1039	570.3242916
1040	570.1072435
1041	570.0540729
1042	569.9298841
1043	569.8083318
1044	569.6088714
1045	569.3709059
1046	569.202768
1047	569.166523
1048	569.1148274
1049	568.8090859
1050	568.758681
1051	568.6423336
1052	568.4837249
1053	568.3073283
1054	568.2258197
1055	568.0500546
1056	567.9690953
1057	567.891507
1058	567.7477078
1059	567.6497919
1060	567.5913102
1061	567.5097147
1062	567.3141913
1063	567.3077009
1064	567.1458699
1065	567.1116633
1066	567.057616
1067	566.9969349
1068	566.8687158
1069	566.8423488
1070	566.7752567
1071	566.7181783
1072	566.6529046
1073	566.6021297
1074	566.5373163
1075	566.497489
1076	566.3210228
1077	566.2875394
1078	566.1974877
1079	566.0619123
1080	565.9772728
1081	565.9202937
1082	565.8287844
1083	565.7157549
1084	565.5851581
1085	565.5253773
1086	565.456275
1087	565.4368796
1088	565.2478731
1089	565.1180769
1090	565.0134197
1091	564.9918628
1092	564.9545142
1093	564.8846527
1094	564.5954027
1095	564.4808641
1096	564.4001876
1097	564.3942672
1098	564.3685161
1099	564.2323122
1100	564.209398
1101	564.1064736
1102	563.9486621
1103	563.8634253
1104	563.7340116
1105	563.4848723
1106	563.4636734
1107	563.4016854
1108	563.3228287
1109	563.2261872
1110	563.1721856
1111	563.0774308
1112	562.9645125
1113	562.9025243
1114	562.831522
1115	562.7754513
1116	562.6784807
1117	562.5698684
1118	562.4734569
1119	562.3290167
1120	562.2173073
1121	562.1515666
1122	562.1062052
1123	562.0944446
1124	562.0469804
1125	561.9985036
1126	561.9557811
1127	561.8098649
1128	561.694635
1129	561.6536452
1130	561.533686
1131	561.5314068
1132	561.4701598
1133	561.4409331
1134	561.3828046
1135	561.3555801
1136	561.0309134
1137	560.926425
1138	560.8425607
1139	560.8098411
1140	560.7349003
1141	560.6877284
1142	560.6542939
1143	560.5877805
1144	560.5236236
1145	560.4941127
1146	560.1973398
1147	560.1398576
1148	560.0925537
1149	560.0070497
1150	559.9072823
1151	559.848657
1152	559.7014898
1153	559.6771376
1154	559.6300459
1155	559.5424634
1156	559.5022592
1157	559.3533642
1158	559.0395419
1159	558.9859275
1160	558.9301674
1161	558.6103733
1162	558.3513668
1163	558.2051189
1164	558.1800881
1165	558.1032883
1166	557.9370052
1167	557.9036084
1168	557.7134042
1169	557.3210012
1170	557.2609173
1171	557.2417408
1172	557.153925
1173	556.7936526
1174	556.6957919
1175	556.6429741
1176	556.5814088
1177	556.5539027
1178	556.4322639
1179	556.1936596
1180	556.1537578
1181	556.0085226
1182	555.8935473
1183	555.848488
1184	555.7551419
1185	555.7147713
1186	555.6814727
1187	555.6591697
1188	555.6049873
1189	555.573933
1190	555.4563748
1191	555.2920601
1192	555.2557079
1193	555.2142326
1194	555.165366
1195	555.1566061
1196	555.0806031
1197	555.0164955
1198	554.9587276
1199	554.8400453
1200	554.7732789
1201	554.7063342
1202	554.6373496
1203	554.3963449
1204	554.3615181
1205	554.2875599
1206	554.1294138
1207	554.0077664
1208	553.7263073
1209	553.6900783
1210	553.6449564
1211	553.3637573
1212	553.2253713
1213	553.2003581
1214	553.1102676
1215	552.9965973
1216	552.8258814
1217	552.7441583
1218	552.4390633
1219	552.2564447
1220	552.2056331
1221	552.1040842
1222	551.9949328
1223	551.87847
1224	551.8408932
1225	551.8184658
1226	551.7808029
1227	551.7013358
1228	551.6398801
1229	551.5278412
1230	551.0923018
1231	550.9883754
1232	550.9340453
1233	550.8223578
1234	550.7902753
1235	550.7739767
1236	550.7025049
1237	550.6457638
1238	550.6063236
1239	550.5703593
1240	550.5571328
1241	550.3968829
1242	550.3513785
1243	550.3047761
1244	550.177067
1245	550.0636282
1246	550.0123921
1247	549.9166726
1248	549.8771982
1249	549.795745
1250	549.4645773
1251	549.1932891
1252	549.0098183
1253	548.8878456
1254	548.6958165
1255	548.5248886
1256	548.4371206
1257	548.3716767
1258	548.2839474
1259	548.2637616
1260	548.2082805
1261	548.1859112
1262	548.127329
1263	547.9771136
1264	547.8783819
1265	547.8146906
1266	547.7786336
1267	547.656196
1268	547.5982861
1269	547.5668152
1270	547.4909104
1271	547.4094888
1272	547.3909529
1273	547.3289978
1274	547.2772383
1275	547.2422052
1276	547.1352073
1277	547.0710932
1278	546.7448696
1279	546.6387298
1280	546.4625895
1281	546.4152911
1282	546.3622045
1283	546.12355
1284	546.0913642
1285	545.6088021
1286	545.590702
1287	545.552149
1288	545.5244424
1289	545.4787938
1290	545.260284
1291	545.1164497
1292	545.0806354
1293	544.9817424
1294	544.8534224
1295	544.8330468
1296	544.4954067
1297	544.4004309
1298	544.3641796
1299	544.3588399
1300	544.0122734
1301	543.9931279
1302	543.8925706
1303	543.6835995
1304	543.6145286
1305	543.4610203
1306	543.4347238
1307	543.3909517
1308	543.3751074
1309	543.3468698
1310	543.3263634
1311	543.0361703
1312	542.9025962
1313	542.8305384
1314	542.7835273
1315	542.6726074
1316	542.5280806
1317	542.4520668
1318	542.4091479
1319	542.3309864
1320	542.2659237
1321	542.1907444
1322	542.0865944
1323	542.0391983
1324	541.8667469
1325	541.8314749
1326	541.7886318
1327	541.6675438
1328	541.5508055
1329	541.4636494
1330	541.4217427
1331	541.3351779
1332	541.3327433
1333	541.2523776
1334	541.1381488
1335	541.0369141
1336	540.9711601
1337	540.9288879
1338	540.8210449
1339	540.7367758
1340	540.6933062
1341	540.5889985
1342	540.5338083
1343	540.2613952
1344	540.1201918
1345	540.0929829
1346	539.9554257
1347	539.9113265
1348	539.827131
1349	539.7272087
1350	539.6935253
1351	539.5561168
1352	539.2933773
1353	539.274292
1354	539.0409628
1355	538.962834
1356	538.8722126
1357	538.71032
1358	538.6903936
1359	538.657964
1360	538.5785183
1361	538.5521305
1362	538.5106422
1363	538.4489987
1364	538.3513423
1365	538.2891768
1366	537.9679431
1367	537.908326
1368	537.7025374
1369	537.5582923
1370	537.5067475
1371	537.4976502
1372	537.4648976
1373	537.3935508
1374	537.144155
1375	537.0696155
1376	536.9857833
1377	536.9365912
1378	536.8909948
1379	536.7643142
1380	536.685859
1381	536.572758
1382	536.5645403
1383	536.0753885
1384	535.9233858
1385	535.7118629
1386	535.688011
1387	535.4798226
1388	535.3412865
1389	535.2347157
1390	535.1661063
1391	535.1610991
1392	535.1195993
1393	534.9781716
1394	534.9031275
1395	534.8138577
1396	534.7371209
1397	534.721678
1398	534.5805713
1399	534.5139708
1400	534.3850598
1401	534.3138996
1402	534.2546841
1403	534.2222743
1404	534.1790334
1405	534.0967514
1406	533.905148
1407	533.8888532
1408	533.8496014
1409	533.7628032
1410	533.7268885
1411	533.6594432
1412	533.4878991
1413	533.3678861
1414	533.3447814
1415	533.2528952
1416	533.1781635
1417	533.138777
1418	532.9250303
1419	532.901978
1420	532.860424
1421	532.8281499
1422	532.6129276
1423	532.5812466
1424	532.4828274
1425	532.4757825
1426	532.4611631
1427	532.4055331
1428	532.2989707
1429	532.233103
1430	532.1850339
1431	532.1427871
1432	532.1060261
1433	532.069238
1434	531.9755301
1435	531.9455699
1436	531.893651
1437	531.84563
1438	531.7589893
1439	531.5652162
1440	531.5241876
1441	531.4608958
1442	531.3317732
1443	531.2724625
1444	531.2374188
1445	531.1355176
1446	530.9949483
1447	530.9499639
1448	530.9239614
1449	530.8217834
1450	530.6842993
1451	530.6021569
1452	530.570972
1453	530.4123077
1454	530.3194746
1455	530.2094998
1456	530.1635198
1457	530.125439
1458	530.1083596
1459	530.090781
1460	529.9551701
1461	529.9107104
1462	529.8591449
1463	529.7339403
1464	529.721707
1465	529.6141623
1466	529.4394936
1467	529.3500104
1468	529.2016281
1469	529.1638186
1470	529.1085183
1471	528.9777618
1472	528.8760316
1473	528.7519652
1474	528.7189825
1475	528.6661873
1476	528.5567664
1477	528.360908
1478	528.2395821
1479	528.1066067
1480	528.0683106
1481	527.9526258
1482	527.8356281
1483	527.6827584
1484	527.5350323
1485	527.4551043
1486	527.4037809
1487	527.3206865
1488	527.2330931
1489	527.1655064
1490	527.1211573
1491	527.0656169
1492	526.5439499
1493	526.4666677
1494	526.3931832
1495	526.2059435
1496	526.175276
1497	526.0647922
1498	526.0269203
1499	525.7414941
9214
